Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A751371,*Murphy,06/07/2017 11:55:00 AM,06/07/2017 11:55:00 AM,649 West Grady Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,9 years,Domestic Shorthair,Blue,*Murphy,09/05/2017 10:23:00 AM,09/05/2017 10:23:00 AM,07/14/2007,Cat,Neutered Male,10 years,Domestic Shorthair,Blue,0.0
A743620,Bastion,03/24/2017 01:44:00 PM,03/24/2017 01:44:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Siamese Mix,Flame Point,Bastion,03/24/2017 07:13:00 PM,03/24/2017 07:13:00 PM,02/13/2015,Cat,Neutered Male,2 years,Siamese Mix,Flame Point,0.0
A697475,Coco,02/24/2015 02:32:00 PM,02/24/2015 02:32:00 PM,12508 Briarcreek Loop in Travis (TX),Stray,Sick,Dog,Intact Female,14 years,Dachshund Mix,Red,Coco,03/01/2015 02:53:00 PM,03/01/2015 02:53:00 PM,02/24/2001,Dog,Intact Female,14 years,Dachshund Mix,Red,1.0
A757139,Zay,09/02/2017 01:50:00 PM,09/02/2017 01:50:00 PM,5606 Purple Sage Dr #B in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Black Brindle,Zay,09/10/2017 06:26:00 PM,09/10/2017 06:26:00 PM,03/02/2016,Dog,Neutered Male,1 year,German Shepherd Mix,Black Brindle,0.0
A748917,*Seraphim,05/08/2017 02:16:00 PM,05/08/2017 02:16:00 PM,15011 Nuttall Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Bull Terrier,Brown Brindle/White,*Seraphim,05/14/2017 05:59:00 PM,05/14/2017 05:59:00 PM,05/08/2016,Dog,Spayed Female,1 year,Bull Terrier,Brown Brindle/White,0.0
A769204,,04/01/2018 12:18:00 PM,04/01/2018 12:18:00 PM,504 Wolverton Drive in Austin (TX),Stray,Normal,Livestock,Intact Male,5 months,Sheep Mix,Black/White,,03/26/2019 10:32:00 AM,03/26/2019 10:32:00 AM,10/01/2017,Livestock,Intact Male,1 year,Sheep Mix,Black/White,0.0
A681983,,06/22/2014 01:26:00 PM,06/22/2014 01:26:00 PM,8003 Caribou Parke Cv in Austin (TX),Stray,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Blue,,06/23/2014 09:00:00 AM,06/23/2014 09:00:00 AM,06/22/2006,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Blue,0.0
A704235,*London,06/02/2015 05:06:00 PM,06/02/2015 05:06:00 PM,301 Navasota in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Tan,*London,07/03/2015 05:12:00 PM,07/03/2015 05:12:00 PM,06/02/2012,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan,0.0
A705495,*Tux,06/18/2015 11:15:00 AM,06/18/2015 11:15:00 AM,Airport Blvd & Manor Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,*Tux,06/30/2015 12:14:00 PM,06/30/2015 12:14:00 PM,04/30/2015,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black/White,0.0
A758584,,09/18/2017 07:08:00 PM,09/18/2017 07:08:00 PM,7900 Thaxton Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,American Shorthair Mix,Orange Tabby/White,,11/26/2017 11:37:00 AM,11/26/2017 11:37:00 AM,09/09/2017,Cat,Neutered Male,2 months,American Shorthair Mix,Orange Tabby/White,0.0
A729276,,06/15/2016 02:50:00 PM,06/15/2016 02:50:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Plott Hound Mix,Brown Brindle,,06/20/2016 01:33:00 PM,06/20/2016 01:33:00 PM,04/15/2016,Dog,Neutered Male,2 months,Plott Hound Mix,Brown Brindle,0.0
A748665,,05/05/2017 11:17:00 AM,05/05/2017 11:17:00 AM,Whispering Oaks And William Cannon in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon Mix,Black/Gray,,05/05/2017 11:42:00 AM,05/05/2017 11:42:00 AM,05/05/2015,Other,Unknown,2 years,Raccoon Mix,Black/Gray,1.0
A755329,Bailey,08/01/2017 03:29:00 PM,08/01/2017 03:29:00 PM,Westminister And Manor Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Kelpie Mix,Brown/Black,Bailey,08/05/2017 05:18:00 PM,08/05/2017 05:18:00 PM,08/01/2015,Dog,Neutered Male,2 years,Australian Kelpie Mix,Brown/Black,0.0
A771739,*Teddy,05/08/2018 11:22:00 AM,05/08/2018 11:22:00 AM,17305 Pearce Lane in Del Valle (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,*Teddy,06/23/2018 07:00:00 PM,06/23/2018 07:00:00 PM,04/13/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A774431,Vanjie,06/15/2018 12:21:00 PM,06/15/2018 12:21:00 PM,1204 Meadgreen Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Seal Point,Vanjie,06/19/2018 06:42:00 PM,06/19/2018 06:42:00 PM,03/19/2018,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Seal Point,0.0
A802520,Aurora,08/19/2019 02:57:00 PM,08/19/2019 02:57:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,White/Black,Aurora,08/24/2019 12:02:00 PM,08/24/2019 12:02:00 PM,08/19/2009,Cat,Spayed Female,10 years,Domestic Shorthair Mix,White/Black,0.0
A757719,,09/05/2017 05:38:00 PM,09/05/2017 05:38:00 PM,Outside Jurisdiction,Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream,,09/05/2017 06:39:00 PM,09/05/2017 06:39:00 PM,08/21/2017,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream,0.0
A796750,,06/04/2019 07:23:00 PM,06/04/2019 07:23:00 PM,Austin (TX),Owner Surrender,Normal,Other,Unknown,1 year,Guinea Pig,Calico,,06/05/2019 12:00:00 AM,06/05/2019 12:00:00 AM,06/04/2018,Other,Unknown,1 year,Guinea Pig,Calico,0.0
A782393,,10/14/2018 02:49:00 PM,10/14/2018 02:49:00 PM,1120 Spur Street in Austin (TX),Stray,Injured,Cat,Intact Female,1 month,Siamese Mix,Seal Point,,10/15/2018 10:03:00 AM,10/15/2018 10:03:00 AM,09/07/2018,Cat,Intact Female,1 month,Siamese Mix,Seal Point,1.0
A765528,,01/22/2018 10:40:00 AM,01/22/2018 10:40:00 AM,2525 S Lakeshore in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray/Black,,01/22/2018 11:51:00 AM,01/22/2018 11:51:00 AM,01/22/2017,Other,Unknown,1 year,Raccoon Mix,Gray/Black,1.0
A682937,Mandy,07/05/2014 08:30:00 AM,07/05/2014 08:30:00 AM,4434 Frontier Trl in Austin (TX),Stray,Injured,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black Tabby,Mandy,07/22/2014 06:43:00 PM,07/22/2014 06:43:00 PM,03/05/2014,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black Tabby,0.0
A742739,Scraps,01/27/2017 12:22:00 PM,01/27/2017 12:22:00 PM,Hays (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Chinese Crested Mix,Black/White,Scraps,01/30/2017 10:38:00 PM,01/30/2017 10:38:00 PM,07/27/2015,Dog,Neutered Male,1 year,Chinese Crested Mix,Black/White,0.0
A728908,Jasper,09/21/2016 10:04:00 AM,09/21/2016 10:04:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,Jasper,11/15/2016 02:51:00 AM,11/15/2016 02:51:00 AM,06/10/2014,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,0.0
A673089,Lovie,03/22/2014 04:32:00 PM,03/22/2014 04:32:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 years,Maltese Mix,White,Lovie,03/23/2014 05:16:00 PM,03/23/2014 05:16:00 PM,02/19/2004,Dog,Spayed Female,10 years,Maltese Mix,White,0.0
A783865,*Marylou,11/07/2018 04:55:00 PM,11/07/2018 04:55:00 PM,East Riverside Drive And Pleasant Valley Road in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Staffordshire Mix,Brown Brindle,*Marylou,12/13/2018 12:00:00 AM,12/13/2018 12:00:00 AM,11/13/2013,Dog,Intact Female,5 years,Staffordshire Mix,Brown Brindle,0.0
A751032,*Poppy,06/03/2017 01:52:00 PM,06/03/2017 01:52:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,*Poppy,07/19/2017 01:22:00 PM,07/19/2017 01:22:00 PM,04/24/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0.0
A776473,,07/14/2018 12:27:00 PM,07/14/2018 12:27:00 PM,6603 North Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,,07/18/2018 02:39:00 PM,07/18/2018 02:39:00 PM,07/14/2016,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,0.0
A808377,*Cheddar,11/07/2019 06:19:00 PM,11/07/2019 06:19:00 PM,Breezy Hill Drive And Compass Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown/White,*Cheddar,11/29/2019 12:23:00 PM,11/29/2019 12:23:00 PM,11/07/2017,Dog,Spayed Female,2 years,Pit Bull,Brown/White,0.0
A672563,Chiquita,02/12/2014 04:00:00 PM,02/12/2014 04:00:00 PM,5710 Jacqueline in Travis (TX),Stray,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Red,Chiquita,02/13/2014 06:53:00 PM,02/13/2014 06:53:00 PM,02/12/2010,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Red,0.0
A756430,,08/29/2017 06:16:00 PM,08/29/2017 06:16:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Boxer Mix,Tan/White,,08/30/2017 03:35:00 PM,08/30/2017 03:35:00 PM,06/15/2017,Dog,Neutered Male,2 months,Boxer Mix,Tan/White,0.0
A775092,Guero,07/13/2018 01:10:00 PM,07/13/2018 01:10:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 months,German Shepherd/Labrador Retriever,Black/Cream,Guero,07/14/2018 07:06:00 PM,07/14/2018 07:06:00 PM,02/24/2018,Dog,Neutered Male,4 months,German Shepherd/Labrador Retriever,Black/Cream,0.0
A683412,Olaf,07/10/2014 10:45:00 AM,07/10/2014 10:45:00 AM,1006 E 7Th in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Siamese Mix,Flame Point,Olaf,07/14/2014 12:35:00 PM,07/14/2014 12:35:00 PM,05/10/2014,Cat,Intact Male,2 months,Siamese Mix,Flame Point,0.0
A697416,,02/23/2015 02:53:00 PM,02/23/2015 02:53:00 PM,10101 South 1St St in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby,,02/24/2015 09:00:00 AM,02/24/2015 09:00:00 AM,02/23/2013,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A650538,Negrito,02/10/2015 02:48:00 PM,02/10/2015 02:48:00 PM,615 Thrasher in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Tan,Negrito,02/12/2015 02:50:00 PM,02/12/2015 02:50:00 PM,10/29/2012,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Tan,0.0
A801471,*Pikachu,08/04/2019 04:04:00 PM,08/04/2019 04:04:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 weeks,Pit Bull,Blue/White,*Pikachu,08/05/2019 06:18:00 PM,08/05/2019 06:18:00 PM,07/04/2019,Dog,Intact Male,4 weeks,Pit Bull,Blue/White,0.0
A469338,Mister,05/04/2014 04:22:00 PM,05/04/2014 04:22:00 PM,8115 Westgate in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black,Mister,05/04/2014 04:53:00 PM,05/04/2014 04:53:00 PM,04/25/2004,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black,0.0
A688705,Junie,09/22/2014 03:58:00 PM,09/22/2014 03:58:00 PM,501 E 8Th St in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Black,Junie,10/04/2014 06:02:00 PM,10/04/2014 06:02:00 PM,07/07/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Black,0.0
A655759,Fly,03/29/2016 11:37:00 AM,03/29/2016 11:37:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Golden Retriever Mix,Gold/White,Fly,04/30/2016 05:59:00 PM,04/30/2016 05:59:00 PM,01/05/2013,Dog,Spayed Female,3 years,Golden Retriever Mix,Gold/White,0.0
A725784,Hurricane,05/03/2016 11:12:00 AM,05/03/2016 11:12:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Blue/White,Hurricane,05/16/2016 04:07:00 PM,05/16/2016 04:07:00 PM,05/03/2012,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Blue/White,0.0
A719481,*Bobby,01/21/2016 11:06:00 AM,01/21/2016 11:06:00 AM,1305 Citation Circle in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Yellow,*Bobby,01/23/2016 04:01:00 PM,01/23/2016 04:01:00 PM,11/30/2015,Dog,Intact Male,1 month,Labrador Retriever Mix,Yellow,0.0
A700786,,04/19/2015 03:11:00 PM,04/19/2015 03:11:00 PM,15008 Fm 812 in Del Valle (TX),Stray,Nursing,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,,04/19/2015 07:06:00 PM,04/19/2015 07:06:00 PM,03/28/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A681104,,06/12/2014 04:06:00 PM,06/12/2014 04:06:00 PM,2915  Aftonshire Way #2-203 in Austin (TX),Stray,Normal,Cat,Spayed Female,7 years,Domestic Longhair Mix,Calico Point,,06/13/2014 01:05:00 PM,06/13/2014 01:05:00 PM,06/12/2007,Cat,Spayed Female,7 years,Domestic Longhair Mix,Calico Point,1.0
A676581,Syl,04/12/2014 10:45:00 AM,04/12/2014 10:45:00 AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,9 years,Miniature Schnauzer Mix,Silver,Syl,04/13/2014 12:22:00 PM,04/13/2014 12:22:00 PM,04/12/2005,Dog,Spayed Female,9 years,Miniature Schnauzer Mix,Silver,0.0
A791458,*Pinky,03/23/2019 01:04:00 PM,03/23/2019 01:04:00 PM,833 Fairfield Drive in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair Mix,Black/White,*Pinky,06/18/2019 12:09:00 PM,06/18/2019 12:09:00 PM,03/25/2019,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0.0
A714182,,10/19/2015 12:35:00 PM,10/19/2015 12:35:00 PM,3226 W Slaughter Ln in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Skunk,Black/White,,10/19/2015 01:34:00 PM,10/19/2015 01:34:00 PM,10/19/2014,Other,Unknown,1 year,Skunk,Black/White,1.0
A795583,*Drake,05/22/2019 12:19:00 PM,05/22/2019 12:19:00 PM,Alderbrook Drive And Lamplight Village Avenue in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh,Brown/White,*Drake,06/07/2019 06:54:00 PM,06/07/2019 06:54:00 PM,05/22/2018,Other,Neutered Male,1 year,Rabbit Sh,Brown/White,0.0
A729868,Layla,06/24/2016 05:23:00 PM,06/24/2016 05:23:00 PM,4913 Hudson in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Calico,Layla,09/30/2016 12:59:00 PM,09/30/2016 12:59:00 PM,04/18/2016,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,Calico,0.0
A737980,,11/07/2016 05:21:00 PM,11/07/2016 05:21:00 PM,Kramer & Plains Trl in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Blue Lacy,Blue/White,,11/11/2016 07:11:00 PM,11/11/2016 07:11:00 PM,12/07/2015,Dog,Spayed Female,11 months,Blue Lacy,Blue/White,0.0
A810938,,12/23/2019 11:56:00 AM,12/23/2019 11:56:00 AM,Marrow Street And Lamar Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Smooth Fox Terrier,Black/Tan,,12/31/2019 04:16:00 PM,12/31/2019 04:16:00 PM,12/23/2017,Dog,Neutered Male,2 years,Smooth Fox Terrier,Black/Tan,0.0
A757119,Mauve,08/30/2017 01:30:00 PM,08/30/2017 01:30:00 PM,Narrow Valley in Cedar Park (TX),Public Assist,Normal,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black,Mauve,10/13/2017 11:27:00 AM,10/13/2017 11:27:00 AM,08/30/2009,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black,0.0
A705186,,06/14/2015 01:48:00 PM,06/14/2015 01:48:00 PM,6016 Ponca in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,,06/14/2015 02:31:00 PM,06/14/2015 02:31:00 PM,05/30/2015,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,0.0
A689346,*Daryl,10/02/2014 02:23:00 PM,10/02/2014 02:23:00 PM,2900 Century Park Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White,*Daryl,10/13/2014 02:54:00 PM,10/13/2014 02:54:00 PM,08/26/2014,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White,0.0
A766386,Luca,02/08/2018 11:05:00 AM,02/08/2018 11:05:00 AM,Maxa Drive in Manor (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Chocolate/White,Luca,02/08/2018 05:06:00 PM,02/08/2018 05:06:00 PM,02/08/2017,Dog,Intact Male,1 year,Labrador Retriever Mix,Chocolate/White,0.0
A693399,Kira,12/07/2014 12:16:00 PM,12/07/2014 12:16:00 PM,Manchaca/William Cannon in Austin (TX),Stray,Normal,Dog,Spayed Female,13 years,Pit Bull/Chinese Sharpei,Black/Gray,Kira,12/07/2014 03:40:00 PM,12/07/2014 03:40:00 PM,12/07/2001,Dog,Spayed Female,13 years,Pit Bull/Chinese Sharpei,Black/Gray,0.0
A789048,Mocha,02/14/2019 11:12:00 AM,02/14/2019 11:12:00 AM,Travis (TX),Public Assist,Normal,Dog,Intact Female,1 year,Australian Shepherd/Labrador Retriever,Black/Tan,Mocha,02/21/2019 12:11:00 PM,02/21/2019 12:11:00 PM,11/13/2017,Dog,Intact Female,1 year,Australian Shepherd/Labrador Retriever,Black/Tan,0.0
A675620,*Phyllis,03/30/2014 12:11:00 PM,03/30/2014 12:11:00 PM,6800 Burleson Rd in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Golden Retriever/Chow Chow,Red,*Phyllis,04/18/2014 12:49:00 PM,04/18/2014 12:49:00 PM,03/30/2010,Dog,Spayed Female,4 years,Golden Retriever/Chow Chow,Red,0.0
A779802,,09/05/2018 05:38:00 PM,09/05/2018 05:38:00 PM,5909 Alsace Trail in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby,,09/10/2018 02:34:00 PM,09/10/2018 02:34:00 PM,09/05/2017,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby,0.0
A781285,,09/26/2018 06:11:00 PM,09/26/2018 06:11:00 PM,5437 El Malino Circle in Del Valle (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,,09/30/2018 05:46:00 PM,09/30/2018 05:46:00 PM,03/08/2016,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,0.0
A695618,Casper,01/19/2015 12:02:00 PM,01/19/2015 12:02:00 PM,183 Vargas Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White,Casper,01/23/2015 05:12:00 PM,01/23/2015 05:12:00 PM,11/19/2014,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,0.0
A745971,*Heddy,03/27/2017 12:00:00 PM,03/27/2017 12:00:00 PM,Alcott Lane And Lindshire in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Basset Hound Mix,Black/Brown,*Heddy,04/10/2017 05:09:00 PM,04/10/2017 05:09:00 PM,03/27/2015,Dog,Intact Female,2 years,Basset Hound Mix,Black/Brown,0.0
A679606,,05/23/2014 04:18:00 PM,05/23/2014 04:18:00 PM,Austin (TX),Stray,Nursing,Dog,Intact Male,1 month,Pit Bull Mix,Brown,,05/23/2014 04:24:00 PM,05/23/2014 04:24:00 PM,04/17/2014,Dog,Intact Male,1 month,Pit Bull Mix,Brown,0.0
A793140,Grey,04/20/2019 11:44:00 AM,04/20/2019 11:44:00 AM,1112 Buffalo Gap in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,Grey,04/27/2019 12:52:00 PM,04/27/2019 12:52:00 PM,04/20/2017,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,0.0
A743388,*Scarlet,02/09/2017 02:23:00 PM,02/09/2017 02:23:00 PM,11900 Plains Valley Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby,*Scarlet,03/26/2017 04:48:00 PM,03/26/2017 04:48:00 PM,02/09/2016,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby,0.0
A768030,Princess,03/11/2018 04:06:00 PM,03/11/2018 04:06:00 PM,Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Maltese,White,Princess,03/13/2018 09:21:00 AM,03/13/2018 09:21:00 AM,09/11/2010,Dog,Spayed Female,7 years,Maltese,White,0.0
A767249,,02/25/2018 04:34:00 PM,02/25/2018 04:34:00 PM,2415 West Pecan Street in Pflugerville (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Longhair Mix,Black/Brown,,03/01/2018 06:19:00 PM,03/01/2018 06:19:00 PM,02/25/2017,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Black/Brown,0.0
A767731,*Jax,09/06/2018 11:19:00 AM,09/06/2018 11:19:00 AM,Cedar Park (TX),Owner Surrender,Normal,Dog,Neutered Male,6 months,Jack Russell Terrier Mix,White/Tan,*Jax,09/08/2018 04:49:00 PM,09/08/2018 04:49:00 PM,03/03/2018,Dog,Neutered Male,6 months,Jack Russell Terrier Mix,White/Tan,0.0
A722965,Sasquatch,01/19/2019 04:03:00 PM,01/19/2019 04:03:00 PM,5400 Friedrich Ln in Austin (TX),Owner Surrender,Other,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black,Sasquatch,04/27/2019 03:24:00 PM,04/27/2019 03:24:00 PM,03/24/2014,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black,0.0
A752104,Tex,11/24/2017 01:44:00 PM,11/24/2017 01:44:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,White/Tan,Tex,12/09/2017 12:06:00 PM,12/09/2017 12:06:00 PM,06/18/2016,Dog,Neutered Male,1 year,Labrador Retriever Mix,White/Tan,0.0
A781171,,09/25/2018 01:03:00 PM,09/25/2018 01:03:00 PM,9008 Hunters Chase Drive in Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Orange Tabby/White,,09/26/2018 09:43:00 AM,09/26/2018 09:43:00 AM,09/18/2018,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Orange Tabby/White,0.0
A732600,Guppie,08/10/2016 01:39:00 PM,08/10/2016 01:39:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,4 years,Dachshund Mix,Red,Guppie,08/18/2016 11:33:00 AM,08/18/2016 11:33:00 AM,08/10/2012,Dog,Intact Male,4 years,Dachshund Mix,Red,0.0
A670094,Jade,01/01/2014 11:40:00 PM,01/01/2014 11:40:00 PM,12034 Research in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,German Shepherd/Australian Cattle Dog,Sable,Jade,01/04/2014 02:31:00 PM,01/04/2014 02:31:00 PM,01/04/2004,Dog,Spayed Female,10 years,German Shepherd/Australian Cattle Dog,Sable,0.0
A769324,,04/03/2018 03:38:00 PM,04/03/2018 03:38:00 PM,Lamar And Guadalupe in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White,,04/08/2018 06:47:00 PM,04/08/2018 06:47:00 PM,02/03/2018,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,0.0
A755489,,08/03/2017 11:57:00 PM,08/03/2017 11:57:00 PM,5752 Airport Blvd in Austin (TX),Stray,Normal,Cat,Unknown,1 month,Domestic Shorthair Mix,Black/White,,08/04/2017 01:31:00 PM,08/04/2017 01:31:00 PM,06/04/2017,Cat,Unknown,1 month,Domestic Shorthair Mix,Black/White,0.0
A693853,,12/15/2014 05:00:00 PM,12/15/2014 05:00:00 PM,1002 Pleasant Valley Drive in Pflugerville (TX),Stray,Normal,Other,Intact Male,1 year,New Zealand Wht Mix,White,,12/30/2014 06:50:00 PM,12/30/2014 06:50:00 PM,12/15/2013,Other,Intact Male,1 year,New Zealand Wht Mix,White,0.0
A734935,Athena,11/19/2016 02:14:00 PM,11/19/2016 02:14:00 PM,1300 Larkspur in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,German Shepherd Mix,Sable,Athena,11/19/2016 02:51:00 PM,11/19/2016 02:51:00 PM,09/15/2015,Dog,Spayed Female,1 year,German Shepherd Mix,Sable,0.0
A734519,,09/08/2016 08:15:00 AM,09/08/2016 08:15:00 AM,5937 Abby Ann in Austin (TX),Stray,Nursing,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,,09/08/2016 12:10:00 PM,09/08/2016 12:10:00 PM,09/05/2016,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,0.0
A676697,Sheba,04/14/2014 11:44:00 AM,04/14/2014 11:44:00 AM,Old Bee Caves And Walsh Charleston/Westlak in Austin (TX),Stray,Normal,Dog,Spayed Female,12 years,Great Pyrenees Mix,White,Sheba,04/14/2014 04:54:00 PM,04/14/2014 04:54:00 PM,04/14/2002,Dog,Spayed Female,12 years,Great Pyrenees Mix,White,0.0
A751919,Libby,11/21/2019 02:24:00 PM,11/21/2019 02:24:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,Libby,11/27/2019 02:51:00 PM,11/27/2019 02:51:00 PM,05/09/2017,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,0.0
